Ordem do ponto,Modelo,Servico,RMSE,MAE,MAPE,MAD,num_obs
11,Deep Neural Network,F:/Dados/SMTR/linhas/105.csv,5.849635383020721,4.743274142146807,0.4617902603984263,3.9590849388528833,5493
12,Deep Neural Network,F:/Dados/SMTR/linhas/105.csv,5.806776708045149,4.725474254208839,0.4010949601878785,3.845522607404046,5493
13,Deep Neural Network,F:/Dados/SMTR/linhas/105.csv,5.975326707400269,4.8327837023839,0.3832165312509361,4.120284531924609,5493
14,Deep Neural Network,F:/Dados/SMTR/linhas/105.csv,6.501839837620221,5.292684369230702,0.3858978538885273,4.264849413489685,5493
15,Deep Neural Network,F:/Dados/SMTR/linhas/105.csv,6.610369181569995,5.2879792825892,0.34835592534973386,4.145368173255044,5493
16,Deep Neural Network,F:/Dados/SMTR/linhas/105.csv,6.568419453359149,5.287144069332532,0.33954154857230034,4.106791710425364,5493
17,Deep Neural Network,F:/Dados/SMTR/linhas/105.csv,6.758411543276326,5.359328367520088,0.3146941308309715,4.2636121951768295,5493
18,Deep Neural Network,F:/Dados/SMTR/linhas/105.csv,5.907174977193118,4.522832161751866,0.23697737225240753,3.4155724536340912,5493
19,Deep Neural Network,F:/Dados/SMTR/linhas/105.csv,6.709396334556552,5.064749247779343,0.2371647329350584,4.065885993903702,5493
20,Deep Neural Network,F:/Dados/SMTR/linhas/105.csv,6.198547094194076,4.689386268632138,0.2230536221563463,3.398752103291418,5493
Total,Deep Neural Network,F:/Dados/SMTR/linhas/107.csv,6.173657824839574,4.10005583878529,0.6711674586952391,2.5166666666666666,233861
1,Deep Neural Network,F:/Dados/SMTR/linhas/107.csv,2.900444817526087,1.8391355583619424,2.2763104948792385,1.0037870369976805,233861
2,Deep Neural Network,F:/Dados/SMTR/linhas/107.csv,3.1056121672793666,2.033025212754807,1.1396859898001972,1.243339555206723,233861
3,Deep Neural Network,F:/Dados/SMTR/linhas/107.csv,3.4359395450764674,2.3179287517313827,0.7789316552871496,1.4855529830298781,233861
4,Deep Neural Network,F:/Dados/SMTR/linhas/107.csv,3.8283388748010854,2.619225647204159,0.6459068712152098,1.7228343328820372,233861
5,Deep Neural Network,F:/Dados/SMTR/linhas/107.csv,4.2206102591553325,2.9277674842819903,0.5760033623690718,1.9710880899655123,233861
6,Deep Neural Network,F:/Dados/SMTR/linhas/107.csv,4.5713743430012705,3.2059460287185604,0.5271403773313584,2.167187435654107,233861
7,Deep Neural Network,F:/Dados/SMTR/linhas/107.csv,5.005519504220989,3.524786895370471,0.4908896348889627,2.4080395598304363,233861
8,Deep Neural Network,F:/Dados/SMTR/linhas/107.csv,5.491008173103928,3.854293448008931,0.46901388215324863,2.614250509550832,233861
9,Deep Neural Network,F:/Dados/SMTR/linhas/107.csv,5.831468276956584,4.126568288728446,0.44754402108124475,2.8496966896282876,233861
10,Deep Neural Network,F:/Dados/SMTR/linhas/107.csv,6.424730679669315,4.515905789858208,0.4491328756880222,3.070084119932732,233861
11,Deep Neural Network,F:/Dados/SMTR/linhas/107.csv,6.640568930334815,4.733171351873943,0.43185055258168376,3.27714412623569,233861
12,Deep Neural Network,F:/Dados/SMTR/linhas/107.csv,7.076181886354372,5.0633630625718125,0.43475991317859036,3.524802644901989,233861
13,Deep Neural Network,F:/Dados/SMTR/linhas/107.csv,7.463450565707014,5.373403745047956,0.42584163127575575,3.8269734481027626,233861
14,Deep Neural Network,F:/Dados/SMTR/linhas/107.csv,7.8625343395248635,5.6705076730765125,0.42094167450102055,4.066770010482296,233861
15,Deep Neural Network,F:/Dados/SMTR/linhas/107.csv,8.247029706365087,5.929419747433895,0.4118362510457321,4.204165059203363,233861
16,Deep Neural Network,F:/Dados/SMTR/linhas/107.csv,8.541865345208938,6.200966316705997,0.4038071184051654,4.440796134659953,233861
17,Deep Neural Network,F:/Dados/SMTR/linhas/107.csv,8.845720161135597,6.427168749914257,0.3921686592947626,4.59365408698578,233861
18,Deep Neural Network,F:/Dados/SMTR/linhas/107.csv,9.14056071573923,6.6924266972017925,0.38458176817903594,4.929521419062046,233861
19,Deep Neural Network,F:/Dados/SMTR/linhas/107.csv,9.569868891284015,7.043942800996242,0.3856434046453578,5.218652915329525,233861
20,Deep Neural Network,F:/Dados/SMTR/linhas/107.csv,9.825948764133114,7.307799182346531,0.37458901742058787,5.4651593228597815,233861
Total,Deep Neural Network,F:/Dados/SMTR/linhas/108.csv,4.669397635445246,3.4643237576033212,0.520531515015447,2.4720173148239875,135745
1,Deep Neural Network,F:/Dados/SMTR/linhas/108.csv,3.5773062336888533,2.23947914638498,2.5611049822554297,1.1536681960088728,135745
2,Deep Neural Network,F:/Dados/SMTR/linhas/108.csv,3.472141376819439,2.252438252916571,1.165338961826209,1.2642863137099578,135745
3,Deep Neural Network,F:/Dados/SMTR/linhas/108.csv,3.364277291305483,2.3082986184739145,0.7020928650533724,1.4782624880594133,135745
4,Deep Neural Network,F:/Dados/SMTR/linhas/108.csv,3.2659614009749895,2.3353325800555944,0.4951776515423703,1.5917707107247563,135745
5,Deep Neural Network,F:/Dados/SMTR/linhas/108.csv,3.188865098174548,2.3539477303046388,0.38259731260150587,1.707607914893169,135745
6,Deep Neural Network,F:/Dados/SMTR/linhas/108.csv,3.3692670615453975,2.5786353356867506,0.3265418113241952,2.008673776592659,135745
7,Deep Neural Network,F:/Dados/SMTR/linhas/108.csv,3.578458648154258,2.784718604455891,0.2962140289316586,2.253884671786665,135745
8,Deep Neural Network,F:/Dados/SMTR/linhas/108.csv,3.848212625148639,3.008588159606368,0.2758654562304894,2.4675294403773282,135745
9,Deep Neural Network,F:/Dados/SMTR/linhas/108.csv,4.150841247985853,3.1906296719248908,0.26149460500682636,2.565781652073845,135745
10,Deep Neural Network,F:/Dados/SMTR/linhas/108.csv,4.446425311053003,3.455382732288602,0.2505921634844399,2.8021581512304063,135745
11,Deep Neural Network,F:/Dados/SMTR/linhas/108.csv,4.797707615684368,3.7894256042446592,0.24572022769878993,3.1171270962831077,135745
12,Deep Neural Network,F:/Dados/SMTR/linhas/108.csv,5.0292932176847005,3.9657498802925906,0.2315981326029492,3.204663588972519,135745
13,Deep Neural Network,F:/Dados/SMTR/linhas/108.csv,5.49762463490734,4.400811522033275,0.24202185320357275,3.666226126315455,135745
14,Deep Neural Network,F:/Dados/SMTR/linhas/108.csv,5.672665298324765,4.541484996993752,0.23097021097022724,3.7316491840397124,135745
15,Deep Neural Network,F:/Dados/SMTR/linhas/108.csv,5.8260760445292155,4.681026219212618,0.22511794270990573,4.000754795196083,135745
16,Deep Neural Network,F:/Dados/SMTR/linhas/108.csv,6.155360683478192,5.009041014232387,0.2221966634882547,4.359637292956318,135745
17,Deep Neural Network,F:/Dados/SMTR/linhas/108.csv,6.234909774014538,5.100895803836647,0.21158930083654265,4.522729793316472,135745
18,Deep Neural Network,F:/Dados/SMTR/linhas/108.csv,6.548604372308764,5.332831122848478,0.21018053568545433,4.704438996745514,135745
19,Deep Neural Network,F:/Dados/SMTR/linhas/108.csv,6.789383545223696,5.56981007396753,0.20716517423456418,5.045746230628399,135745
20,Deep Neural Network,F:/Dados/SMTR/linhas/108.csv,6.891343802417565,5.646273191416786,0.20190496928490817,5.048495487739409,135745
Total,Deep Neural Network,F:/Dados/SMTR/linhas/110.csv,4.5398047377123545,3.215028189012311,0.3789106165389624,2.21960007195685,198423
1,Deep Neural Network,F:/Dados/SMTR/linhas/110.csv,1.8048942083913682,1.3390731094289994,1.1435800394262405,1.0154866687214748,198423
2,Deep Neural Network,F:/Dados/SMTR/linhas/110.csv,2.261220893531699,1.646381732685221,0.574630294976943,1.2079426419811492,198423
3,Deep Neural Network,F:/Dados/SMTR/linhas/110.csv,2.7858931521138106,2.0229249333337824,0.45423925672289656,1.4908763920930586,198423
4,Deep Neural Network,F:/Dados/SMTR/linhas/110.csv,3.17756010347592,2.31332178573274,0.3924815423179527,1.720654390530096,198423
5,Deep Neural Network,F:/Dados/SMTR/linhas/110.csv,3.4820789957249896,2.5462318083645252,0.3382982337871362,1.893462694400494,198423
6,Deep Neural Network,F:/Dados/SMTR/linhas/110.csv,3.7331101504380575,2.74063933245501,0.3094749652191466,2.069956204828599,198423
7,Deep Neural Network,F:/Dados/SMTR/linhas/110.csv,4.082230917894782,2.99470681149881,0.28374107318956665,2.259888661175788,198423
8,Deep Neural Network,F:/Dados/SMTR/linhas/110.csv,4.352748661051564,3.261912730869361,0.29151131888504883,2.507937914037514,198423
9,Deep Neural Network,F:/Dados/SMTR/linhas/110.csv,4.561730049292988,3.442228185430337,0.27030365399299433,2.717914015819061,198423
10,Deep Neural Network,F:/Dados/SMTR/linhas/110.csv,4.7739450416921,3.625435468648883,0.25419522694191915,2.805609240162495,198423
11,Deep Neural Network,F:/Dados/SMTR/linhas/110.csv,5.158303393958175,3.9039938784491657,0.244548079633726,3.0046215559527933,198423
12,Deep Neural Network,F:/Dados/SMTR/linhas/110.csv,5.218709073201484,3.9685159506511902,0.23999279275027077,3.1316382017658047,198423
13,Deep Neural Network,F:/Dados/SMTR/linhas/110.csv,5.48269212626206,4.157486016492714,0.23701689702867137,3.1805300756887167,198423
14,Deep Neural Network,F:/Dados/SMTR/linhas/110.csv,5.668351536814219,4.29688256067316,0.22785085238818215,3.324928778768056,198423
15,Deep Neural Network,F:/Dados/SMTR/linhas/110.csv,5.976599250797586,4.520631778606407,0.22780378570565726,3.4725023387142917,198423
16,Deep Neural Network,F:/Dados/SMTR/linhas/110.csv,6.2937464833046795,4.868380368438812,0.22064467235241017,3.854187656315741,198423
17,Deep Neural Network,F:/Dados/SMTR/linhas/110.csv,6.421682329696978,4.957194475108969,0.21294121681184008,3.824607327139791,198423
18,Deep Neural Network,F:/Dados/SMTR/linhas/110.csv,6.65847503956861,5.119380648528097,0.21400115403304917,3.967904729438425,198423
19,Deep Neural Network,F:/Dados/SMTR/linhas/110.csv,7.001752983854587,5.443516242070188,0.21065603537179264,4.314729279704103,198423
20,Deep Neural Network,F:/Dados/SMTR/linhas/110.csv,7.261086185934759,5.600614106039157,0.20293305701365233,4.421407075264625,198423
Total,Deep Neural Network,F:/Dados/SMTR/linhas/112.csv,7.43272772842248,5.62188381140351,0.92649864286368,4.390132725769278,213365
1,Deep Neural Network,F:/Dados/SMTR/linhas/112.csv,5.576162409449193,4.238317603031438,4.3572173866290225,3.0212867550621123,213365
2,Deep Neural Network,F:/Dados/SMTR/linhas/112.csv,5.589040739654369,4.26751546776545,1.766943148811504,3.339861753783067,213365
3,Deep Neural Network,F:/Dados/SMTR/linhas/112.csv,5.770961230875796,4.480364907315384,1.1403559286169864,3.619332547680858,213365
4,Deep Neural Network,F:/Dados/SMTR/linhas/112.csv,6.0726491312089586,4.757408994522965,0.8815070871831384,3.932383169165168,213365
5,Deep Neural Network,F:/Dados/SMTR/linhas/112.csv,6.312573159276443,5.008588995106817,0.6960860099659366,4.204339879851925,213365
6,Deep Neural Network,F:/Dados/SMTR/linhas/112.csv,6.483516579040301,5.122280593459727,0.5852317725402227,4.246610589880058,213365
7,Deep Neural Network,F:/Dados/SMTR/linhas/112.csv,6.635459302851304,5.215687341937215,0.5165068892606882,4.335123112604027,213365
8,Deep Neural Network,F:/Dados/SMTR/linhas/112.csv,6.96926086477928,5.464605882532852,0.4810143329247492,4.490306567070964,213365
9,Deep Neural Network,F:/Dados/SMTR/linhas/112.csv,7.2250331010866216,5.597023064955853,0.42007541716059105,4.519471107079804,213365
10,Deep Neural Network,F:/Dados/SMTR/linhas/112.csv,7.456600057034942,5.701566898554965,0.3823611386243581,4.442756880868883,213365
11,Deep Neural Network,F:/Dados/SMTR/linhas/112.csv,7.897494675049017,6.019847042465773,0.3754457516852017,4.637827098907472,213365
12,Deep Neural Network,F:/Dados/SMTR/linhas/112.csv,8.054254466424396,6.13897752451117,0.3506393252008464,4.758432474749576,213365
13,Deep Neural Network,F:/Dados/SMTR/linhas/112.csv,8.398086257593413,6.414312701706721,0.3446039193994818,4.982859322419705,213365
14,Deep Neural Network,F:/Dados/SMTR/linhas/112.csv,8.67939136559948,6.593866998393313,0.32187564688276127,4.948679607941315,213365
15,Deep Neural Network,F:/Dados/SMTR/linhas/112.csv,8.938228776707422,6.820708275522751,0.3077236415650427,5.09473592806971,213365
16,Deep Neural Network,F:/Dados/SMTR/linhas/112.csv,9.250742434614939,7.041433596580976,0.29454332009039297,5.348433975093435,213365
17,Deep Neural Network,F:/Dados/SMTR/linhas/112.csv,9.709447277169762,7.457420531873652,0.2963951781525086,5.673765439060148,213365
18,Deep Neural Network,F:/Dados/SMTR/linhas/112.csv,10.171428021009184,7.793688901558128,0.3003609041106133,5.7599563506187685,213365
19,Deep Neural Network,F:/Dados/SMTR/linhas/112.csv,10.470501817744871,8.136864357675886,0.29516895146914585,5.857988430336128,213365
20,Deep Neural Network,F:/Dados/SMTR/linhas/112.csv,10.994498262956194,8.62487919170867,0.3082204743013685,6.227218964657824,213365
Total,Deep Neural Network,F:/Dados/SMTR/linhas/117.csv,3.7385210929040027,2.4756496973259514,0.696768260325691,1.5063783186762865,117727
1,Deep Neural Network,F:/Dados/SMTR/linhas/117.csv,1.823563690947185,1.2455611358157692,1.685291889225474,0.8609305405211711,117727
2,Deep Neural Network,F:/Dados/SMTR/linhas/117.csv,2.5492443069544466,1.7752888362191541,0.480595957478485,1.199790161246698,117727
3,Deep Neural Network,F:/Dados/SMTR/linhas/117.csv,3.3367000553648554,2.383520446495392,0.4106941974550373,1.6149810365022907,117727
4,Deep Neural Network,F:/Dados/SMTR/linhas/117.csv,4.059603225923773,2.9131052666403137,0.3745316923663566,2.002497660065112,117727
5,Deep Neural Network,F:/Dados/SMTR/linhas/117.csv,4.62808590899505,3.3502324851295326,0.34612253538041143,2.3660942758041545,117727
6,Deep Neural Network,F:/Dados/SMTR/linhas/117.csv,5.389861643801995,3.993326931066698,0.32733877129742667,2.9466733569270405,117727
7,Deep Neural Network,F:/Dados/SMTR/linhas/117.csv,5.958119821293794,4.3840416224005585,0.28983125776527574,3.321370269204533,117727
